Serial No.,Make,Model,Year,Fuel Type Group,Engine HP,Engine Cylinders,Transmission Type,Driving Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,Highway Mileage (mpg),City Mileage (mpg),Popularity Rating,MSRP
4125,Ford,Explorer Sport,2001,unleaded,203,6,MANUAL,rear wheel drive,2,Miscellaneous,Midsize,2dr SUV,20,16,5657,21035
4126,Ford,Explorer Sport,2002,unleaded,203,6,AUTOMATIC,rear wheel drive,2,Miscellaneous,Midsize,2dr SUV,20,15,5657,24615
4127,Ford,Explorer Sport,2002,unleaded,203,6,MANUAL,four wheel drive,2,Miscellaneous,Midsize,2dr SUV,18,14,5657,24240
4128,Ford,Explorer Sport,2002,unleaded,203,6,MANUAL,rear wheel drive,2,Miscellaneous,Midsize,2dr SUV,20,16,5657,21220
4129,Ford,Explorer Sport,2002,unleaded,203,6,AUTOMATIC,four wheel drive,2,Miscellaneous,Midsize,2dr SUV,18,13,5657,26075
4130,Ford,Explorer Sport,2002,unleaded,203,6,AUTOMATIC,rear wheel drive,2,Miscellaneous,Midsize,2dr SUV,20,15,5657,22265
4131,Ford,Explorer Sport,2002,unleaded,203,6,AUTOMATIC,rear wheel drive,2,Miscellaneous,Midsize,2dr SUV,20,15,5657,23055
4132,Ford,Explorer Sport,2002,unleaded,203,6,AUTOMATIC,four wheel drive,2,Miscellaneous,Midsize,2dr SUV,18,13,5657,27780
4133,Ford,Explorer Sport,2002,unleaded,203,6,AUTOMATIC,four wheel drive,2,Miscellaneous,Midsize,2dr SUV,18,13,5657,25285
4134,Ford,Explorer Sport,2003,unleaded,203,6,AUTOMATIC,rear wheel drive,2,Miscellaneous,Midsize,2dr SUV,19,14,5657,23835
4135,Ford,Explorer Sport,2003,unleaded,203,6,AUTOMATIC,four wheel drive,2,Miscellaneous,Midsize,2dr SUV,18,14,5657,25565
4136,Ford,Explorer Sport,2003,unleaded,203,6,AUTOMATIC,rear wheel drive,2,Miscellaneous,Midsize,2dr SUV,19,14,5657,22545
4137,Ford,Explorer Sport,2003,unleaded,203,6,AUTOMATIC,rear wheel drive,2,Miscellaneous,Midsize,2dr SUV,19,14,5657,25595
4138,Ford,Explorer Sport,2003,unleaded,203,6,AUTOMATIC,four wheel drive,2,Miscellaneous,Midsize,2dr SUV,18,14,5657,28760
4139,Ford,Explorer Sport,2003,unleaded,203,6,MANUAL,four wheel drive,2,Miscellaneous,Midsize,2dr SUV,17,14,5657,24890
4140,Ford,Explorer Sport,2003,unleaded,203,6,AUTOMATIC,four wheel drive,2,Miscellaneous,Midsize,2dr SUV,18,14,5657,26915
4141,Ford,Explorer Sport,2003,unleaded,203,6,MANUAL,rear wheel drive,2,Miscellaneous,Midsize,2dr SUV,20,15,5657,21870
4142,Ford,Explorer,2015,flex-fuel,290,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,24,17,5657,33000
4143,Ford,Explorer,2015,flex-fuel,290,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,23,17,5657,40200
4144,Ford,Explorer,2015,flex-fuel,290,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,24,17,5657,38200
4145,Ford,Explorer,2015,flex-fuel,290,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,23,17,5657,32700
4146,Ford,Explorer,2015,flex-fuel,290,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,24,17,5657,30700
4147,Ford,Explorer,2015,unleaded,365,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,22,16,5657,43100
4148,Ford,Explorer,2015,flex-fuel,290,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,23,17,5657,35000
4149,Ford,Explorer,2016,flex-fuel,290,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,23,16,5657,35400
4150,Ford,Explorer,2016,flex-fuel,290,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,24,17,5657,41300
4151,Ford,Explorer,2016,unleaded,365,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,22,16,5657,52970
4152,Ford,Explorer,2016,unleaded,365,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,22,16,5657,43500
4153,Ford,Explorer,2016,flex-fuel,290,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,24,17,5657,31050
4154,Ford,Explorer,2016,flex-fuel,290,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,23,16,5657,33050
4155,Ford,Explorer,2016,flex-fuel,290,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,23,16,5657,43300
4156,Ford,Explorer,2016,flex-fuel,290,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,24,17,5657,33400
4157,Ford,Explorer,2017,unleaded,365,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,22,16,5657,53235
4158,Ford,Explorer,2017,flex-fuel,290,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,23,16,5657,33310
4159,Ford,Explorer,2017,unleaded,280,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,27,19,5657,41525
4160,Ford,Explorer,2017,flex-fuel,290,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,24,17,5657,33625
4161,Ford,Explorer,2017,flex-fuel,290,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,24,17,5657,31160
4162,Ford,Explorer,2017,unleaded,365,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,22,16,5657,45205
4163,Ford,Explorer,2017,flex-fuel,290,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,23,16,5657,35775
4164,Ford,Explorer,2017,unleaded,280,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,25,18,5657,43675
4165,Mitsubishi,Expo,1993,unleaded,136,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,26,19,436,2000
4166,Mitsubishi,Expo,1993,unleaded,136,4,MANUAL,four wheel drive,2,Hatchback,Compact,2dr Hatchback,22,17,436,2000
4167,Mitsubishi,Expo,1993,unleaded,113,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,26,21,436,2000
4168,Mitsubishi,Expo,1993,unleaded,136,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,26,19,436,2000
4169,Mitsubishi,Expo,1993,unleaded,136,4,MANUAL,four wheel drive,4,Hatchback,Compact,4dr Hatchback,22,17,436,2000
4170,Mitsubishi,Expo,1994,unleaded,136,4,MANUAL,four wheel drive,4,Hatchback,Compact,4dr Hatchback,22,18,436,2000
4171,Mitsubishi,Expo,1994,unleaded,136,4,AUTOMATIC,front wheel drive,2,Hatchback,Compact,2dr Hatchback,24,18,436,2000
4172,Mitsubishi,Expo,1994,unleaded,113,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,27,21,436,2000
4173,Mitsubishi,Expo,1994,unleaded,136,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,25,19,436,2000
4174,Mitsubishi,Expo,1994,unleaded,136,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,25,19,436,2000
4175,Mitsubishi,Expo,1995,unleaded,136,4,AUTOMATIC,four wheel drive,4,Hatchback,Compact,4dr Hatchback,21,17,436,2000
4176,Mitsubishi,Expo,1995,unleaded,136,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,24,18,436,2000
4177,Chevrolet,Express Cargo,2014,flex-fuel,310,8,AUTOMATIC,all wheel drive,3,Flex Fuel,Midsize,Cargo Van,17,13,1385,32760
4178,Chevrolet,Express Cargo,2014,unleaded,195,6,AUTOMATIC,rear wheel drive,3,Flex Fuel,Midsize,Cargo Van,19,14,1385,27710
4179,Chevrolet,Express,2014,flex-fuel,310,8,AUTOMATIC,all wheel drive,3,Flex Fuel,Midsize,Passenger Van,17,13,1385,34525
4180,Chevrolet,Express,2014,flex-fuel,285,8,AUTOMATIC,rear wheel drive,3,Flex Fuel,Midsize,Passenger Van,17,11,1385,34160
4181,Chevrolet,Express,2014,flex-fuel,310,8,AUTOMATIC,rear wheel drive,3,Flex Fuel,Midsize,Passenger Van,17,13,1385,30970
4182,Chevrolet,Express,2014,flex-fuel,285,8,AUTOMATIC,rear wheel drive,3,Flex Fuel,Large,Passenger Van,17,11,1385,36030
4183,Chevrolet,Express,2014,flex-fuel,285,8,AUTOMATIC,rear wheel drive,3,Flex Fuel,Midsize,Passenger Van,17,11,1385,31865
4184,Chevrolet,Express,2015,flex-fuel,285,8,AUTOMATIC,rear wheel drive,3,Flex Fuel,Midsize,Passenger Van,17,11,1385,32190
4185,Chevrolet,Express,2015,flex-fuel,285,8,AUTOMATIC,rear wheel drive,3,Flex Fuel,Midsize,Passenger Van,17,11,1385,34485
4186,Chevrolet,Express,2015,flex-fuel,285,8,AUTOMATIC,rear wheel drive,3,Flex Fuel,Midsize,Passenger Van,17,11,1385,35915
4187,Chevrolet,Express,2015,flex-fuel,285,8,AUTOMATIC,rear wheel drive,3,Flex Fuel,Large,Passenger Van,17,11,1385,36700
4188,Chevrolet,Express,2015,flex-fuel,285,8,AUTOMATIC,rear wheel drive,3,Flex Fuel,Large,Passenger Van,17,11,1385,36355
4189,Chevrolet,Express,2015,flex-fuel,285,8,AUTOMATIC,rear wheel drive,3,Flex Fuel,Midsize,Passenger Van,17,11,1385,34015
4190,Chevrolet,Express,2016,flex-fuel,285,8,AUTOMATIC,rear wheel drive,3,Flex Fuel,Large,Passenger Van,16,11,1385,37500
4191,Chevrolet,Express,2016,flex-fuel,285,8,AUTOMATIC,rear wheel drive,3,Flex Fuel,Midsize,Passenger Van,16,11,1385,32990
4192,Chevrolet,Express,2016,flex-fuel,285,8,AUTOMATIC,rear wheel drive,3,Flex Fuel,Midsize,Passenger Van,16,11,1385,35285
4193,Chevrolet,Express,2016,flex-fuel,285,8,AUTOMATIC,rear wheel drive,3,Flex Fuel,Midsize,Passenger Van,16,11,1385,36715
4194,Chevrolet,Express,2016,flex-fuel,285,8,AUTOMATIC,rear wheel drive,3,Flex Fuel,Midsize,Passenger Van,16,11,1385,34815
4195,Chevrolet,Express,2016,flex-fuel,285,8,AUTOMATIC,rear wheel drive,3,Flex Fuel,Large,Passenger Van,16,11,1385,37155
4196,Ford,F-150 Heritage,2004,unleaded,202,6,MANUAL,rear wheel drive,4,Miscellaneous,Large,Extended Cab Pickup,19,15,5657,22295
4197,Ford,F-150 Heritage,2004,unleaded,231,8,AUTOMATIC,four wheel drive,4,Miscellaneous,Large,Extended Cab Pickup,17,13,5657,26160
4198,Ford,F-150 Heritage,2004,unleaded,202,6,MANUAL,four wheel drive,2,Miscellaneous,Large,Regular Cab Pickup,18,13,5657,23830
4199,Ford,F-150 Heritage,2004,unleaded,202,6,MANUAL,rear wheel drive,2,Miscellaneous,Large,Regular Cab Pickup,19,15,5657,22315
4200,Ford,F-150 Heritage,2004,unleaded,202,6,MANUAL,four wheel drive,2,Miscellaneous,Large,Regular Cab Pickup,18,13,5657,25730
4201,Ford,F-150 Heritage,2004,unleaded,202,6,MANUAL,rear wheel drive,2,Miscellaneous,Large,Regular Cab Pickup,19,15,5657,20490
4202,Ford,F-150 Heritage,2004,unleaded,202,6,MANUAL,rear wheel drive,4,Miscellaneous,Large,Extended Cab Pickup,19,15,5657,25160
4203,Ford,F-150 Heritage,2004,unleaded,231,8,AUTOMATIC,four wheel drive,4,Miscellaneous,Large,Extended Cab Pickup,17,13,5657,26460
4204,Ford,F-150 Heritage,2004,unleaded,202,6,MANUAL,rear wheel drive,2,Miscellaneous,Large,Regular Cab Pickup,19,15,5657,22615
4205,Ford,F-150 Heritage,2004,unleaded,202,6,MANUAL,rear wheel drive,2,Miscellaneous,Large,Regular Cab Pickup,19,15,5657,23160
4206,Ford,F-150 Heritage,2004,unleaded,202,6,MANUAL,four wheel drive,2,Miscellaneous,Large,Regular Cab Pickup,18,13,5657,26575
4207,Ford,F-150 Heritage,2004,unleaded,202,6,MANUAL,rear wheel drive,2,Miscellaneous,Large,Regular Cab Pickup,19,15,5657,19910
4208,Ford,F-150 Heritage,2004,unleaded,202,6,MANUAL,four wheel drive,2,Miscellaneous,Large,Regular Cab Pickup,18,13,5657,26030
4209,Ford,F-150 Heritage,2004,unleaded,202,6,MANUAL,rear wheel drive,2,Miscellaneous,Large,Regular Cab Pickup,19,15,5657,19610
4210,Ford,F-150 Heritage,2004,unleaded,231,8,AUTOMATIC,rear wheel drive,4,Miscellaneous,Large,Extended Cab Pickup,18,14,5657,22595
4211,Ford,F-150 Heritage,2004,unleaded,231,8,AUTOMATIC,rear wheel drive,4,Miscellaneous,Large,Extended Cab Pickup,18,14,5657,25460
4212,Ford,F-150 Heritage,2004,unleaded,231,8,AUTOMATIC,four wheel drive,4,Miscellaneous,Large,Extended Cab Pickup,17,13,5657,28975
4213,Ford,F-150 Heritage,2004,unleaded,202,6,MANUAL,four wheel drive,2,Miscellaneous,Large,Regular Cab Pickup,18,13,5657,23285
4214,Ford,F-150 Heritage,2004,unleaded,231,8,AUTOMATIC,four wheel drive,4,Miscellaneous,Large,Extended Cab Pickup,17,13,5657,29275
4215,Ford,F-150 Heritage,2004,unleaded,202,6,MANUAL,four wheel drive,2,Miscellaneous,Large,Regular Cab Pickup,18,13,5657,22985
4216,Ford,F-150 SVT Lightning,1995,unleaded,240,8,AUTOMATIC,rear wheel drive,2,Miscellaneous,Large,Regular Cab Pickup,15,11,5657,4508
4217,Ford,F-150 SVT Lightning,1999,unleaded,360,8,AUTOMATIC,rear wheel drive,2,Factory Tuner,Large,Regular Cab Pickup,15,12,5657,5691
4218,Ford,F-150 SVT Lightning,2000,unleaded,360,8,AUTOMATIC,rear wheel drive,2,Factory Tuner,Large,Regular Cab Pickup,15,12,5657,5860
4219,Ford,F-150,2015,unleaded,325,6,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,23,18,5657,45090
4220,Ford,F-150,2015,flex-fuel,282,6,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Extended Cab Pickup,25,18,5657,34205
4221,Ford,F-150,2015,unleaded,325,6,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Extended Cab Pickup,26,19,5657,35310
4222,Ford,F-150,2015,flex-fuel,282,6,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,25,18,5657,36555
4223,Ford,F-150,2015,flex-fuel,385,8,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,21,15,5657,55305
4224,Ford,F-150,2015,flex-fuel,385,8,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Extended Cab Pickup,21,15,5657,43785
4225,Ford,F-150,2015,unleaded,325,6,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Extended Cab Pickup,26,19,5657,39310
4226,Ford,F-150,2015,flex-fuel,282,6,AUTOMATIC,four wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,23,17,5657,30975
4227,Ford,F-150,2015,flex-fuel,385,8,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Extended Cab Pickup,21,15,5657,39485
4228,Ford,F-150,2015,flex-fuel,282,6,AUTOMATIC,rear wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,25,18,5657,31320
4229,Ford,F-150,2015,flex-fuel,282,6,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Extended Cab Pickup,23,17,5657,33515
4230,Ford,F-150,2015,flex-fuel,385,8,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,21,15,5657,52545
4231,Ford,F-150,2015,flex-fuel,385,8,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Extended Cab Pickup,21,15,5657,35360
4232,Ford,F-150,2015,unleaded,325,6,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,26,19,5657,37665
4233,Ford,F-150,2015,unleaded,325,6,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Extended Cab Pickup,26,19,5657,39610
4234,Ford,F-150,2015,flex-fuel,282,6,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,23,17,5657,36055
4235,Ford,F-150,2015,flex-fuel,282,6,AUTOMATIC,rear wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,25,18,5657,26030
4236,Ford,F-150,2015,flex-fuel,385,8,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,22,15,5657,51585
4237,Ford,F-150,2015,flex-fuel,385,8,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,21,15,5657,49120
4238,Ford,F-150,2015,flex-fuel,282,6,AUTOMATIC,rear wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,25,18,5657,31625
4239,Ford,F-150,2015,flex-fuel,385,8,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,21,15,5657,46140
4240,Ford,F-150,2015,unleaded,325,6,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,26,19,5657,33655
4241,Ford,F-150,2015,flex-fuel,385,8,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,22,15,5657,49420
4242,Ford,F-150,2015,flex-fuel,282,6,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Extended Cab Pickup,23,17,5657,37630
4243,Ford,F-150,2015,unleaded,325,6,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,26,19,5657,41970
4244,Ford,F-150,2015,flex-fuel,282,6,AUTOMATIC,four wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,23,17,5657,34745
4245,Ford,F-150,2015,flex-fuel,385,8,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,22,15,5657,51885
4246,Ford,F-150,2015,flex-fuel,282,6,AUTOMATIC,four wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,23,17,5657,30675
4247,Ford,F-150,2015,unleaded,325,6,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,26,19,5657,41670
4248,Ford,F-150,2015,flex-fuel,385,8,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,21,15,5657,52845
4249,Ford,F-150,2015,flex-fuel,385,8,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,21,15,5657,41840
4250,Ford,F-150,2015,flex-fuel,282,6,AUTOMATIC,rear wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,25,18,5657,26330
4251,Ford,F-150,2015,flex-fuel,282,6,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Extended Cab Pickup,25,18,5657,30090
4252,Ford,F-150,2015,unleaded,325,6,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Extended Cab Pickup,26,19,5657,31200
4253,Ford,F-150,2015,flex-fuel,282,6,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,25,18,5657,32545
4254,Ford,F-150,2015,flex-fuel,385,8,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,21,15,5657,55010
4255,Ford,F-150,2015,unleaded,325,6,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Extended Cab Pickup,23,18,5657,42735
4256,Ford,F-150,2015,flex-fuel,282,6,AUTOMATIC,four wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,23,17,5657,35045
4257,Ford,F-150,2015,flex-fuel,385,8,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,21,15,5657,37815
4258,Ford,F-150,2015,flex-fuel,282,6,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,23,17,5657,40050
4259,Ford,F-150,2016,flex-fuel,282,6,AUTOMATIC,four wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,23,17,5657,31185
4260,Ford,F-150,2016,flex-fuel,385,8,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,21,15,5657,53775
4261,Ford,F-150,2016,flex-fuel,282,6,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,25,18,5657,37140
4262,Ford,F-150,2016,flex-fuel,282,6,AUTOMATIC,rear wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,25,18,5657,26540
4263,Ford,F-150,2016,flex-fuel,282,6,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Extended Cab Pickup,25,18,5657,30600
4264,Ford,F-150,2016,flex-fuel,385,8,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,22,15,5657,52815
4265,Ford,F-150,2016,flex-fuel,385,8,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,21,15,5657,53475
4266,Ford,F-150,2016,flex-fuel,385,8,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,21,15,5657,56235
4267,Ford,F-150,2016,flex-fuel,385,8,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Extended Cab Pickup,21,15,5657,40070
4268,Ford,F-150,2016,flex-fuel,385,8,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,21,15,5657,50050
4269,Ford,F-150,2016,flex-fuel,282,6,AUTOMATIC,rear wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,25,18,5657,31905
4270,Ford,F-150,2016,flex-fuel,282,6,AUTOMATIC,four wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,23,17,5657,35330
4271,Ford,F-150,2016,flex-fuel,282,6,AUTOMATIC,rear wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,25,18,5657,26840
4272,Ford,F-150,2016,unleaded,325,6,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,26,19,5657,34165
4273,Ford,F-150,2016,unleaded,365,6,AUTOMATIC,rear wheel drive,4,Miscellaneous,Large,Crew Cab Pickup,25,18,5657,58885
4274,Ford,F-150,2016,unleaded,325,6,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Extended Cab Pickup,26,19,5657,35895
4275,Ford,F-150,2016,flex-fuel,385,8,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Extended Cab Pickup,21,15,5657,35870
4276,Ford,F-150,2016,unleaded,365,6,AUTOMATIC,four wheel drive,4,Miscellaneous,Large,Crew Cab Pickup,23,17,5657,62310
4277,Ford,F-150,2016,flex-fuel,282,6,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Extended Cab Pickup,25,18,5657,34790
4278,Ford,F-150,2016,unleaded,325,6,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Extended Cab Pickup,23,18,5657,43490
4279,Ford,F-150,2016,flex-fuel,282,6,AUTOMATIC,rear wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,25,18,5657,32210
4280,Ford,F-150,2016,flex-fuel,282,6,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,23,17,5657,36565
4281,Ford,F-150,2016,flex-fuel,282,6,AUTOMATIC,four wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,23,17,5657,31485
4282,Ford,F-150,2016,unleaded,325,6,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Extended Cab Pickup,26,19,5657,40365
4283,Ford,F-150,2016,flex-fuel,282,6,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,25,18,5657,33055
4284,Ford,F-150,2016,flex-fuel,282,6,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Extended Cab Pickup,23,17,5657,38215
4285,Ford,F-150,2016,unleaded,325,6,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Extended Cab Pickup,26,19,5657,40065
4286,Ford,F-150,2016,unleaded,325,6,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,26,19,5657,42725
4287,Ford,F-150,2016,unleaded,325,6,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Extended Cab Pickup,26,19,5657,31710
4288,Ford,F-150,2016,unleaded,325,6,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,23,18,5657,45845
4289,Ford,F-150,2016,flex-fuel,385,8,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,21,15,5657,38325
4290,Ford,F-150,2016,flex-fuel,385,8,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,22,15,5657,50350
4291,Ford,F-150,2016,flex-fuel,385,8,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,21,15,5657,42425
4292,Ford,F-150,2016,flex-fuel,385,8,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,21,15,5657,55940
4293,Ford,F-150,2016,unleaded,325,6,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,26,19,5657,42425
4294,Ford,F-150,2016,flex-fuel,282,6,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Extended Cab Pickup,23,17,5657,34025
4295,Ford,F-150,2016,flex-fuel,282,6,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,23,17,5657,40635
4296,Ford,F-150,2016,unleaded,325,6,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,26,19,5657,38250
4297,Ford,F-150,2016,flex-fuel,282,6,AUTOMATIC,four wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,23,17,5657,35630
4298,Ford,F-150,2016,flex-fuel,385,8,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,22,15,5657,52515
4299,Ford,F-150,2016,flex-fuel,385,8,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Extended Cab Pickup,21,15,5657,44540
4300,Ford,F-150,2016,flex-fuel,385,8,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,21,15,5657,46895
4301,Ford,F-150,2017,unleaded,325,6,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Extended Cab Pickup,26,19,5657,31710
4302,Ford,F-150,2017,unleaded,450,6,AUTOMATIC,four wheel drive,4,Miscellaneous,Large,Crew Cab Pickup,18,15,5657,51310
4303,Ford,F-150,2017,flex-fuel,385,8,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,21,15,5657,56260
4304,Ford,F-150,2017,flex-fuel,385,8,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Extended Cab Pickup,21,15,5657,40070
4305,Ford,F-150,2017,unleaded,365,6,AUTOMATIC,rear wheel drive,4,Performance,Large,Crew Cab Pickup,25,18,5657,59600
4306,Ford,F-150,2017,unleaded,450,6,AUTOMATIC,four wheel drive,4,Miscellaneous,Large,Extended Cab Pickup,18,15,5657,48325
4307,Ford,F-150,2017,unleaded,325,6,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Extended Cab Pickup,26,19,5657,40365
4308,Ford,F-150,2017,flex-fuel,385,8,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,21,15,5657,46895
4309,Ford,F-150,2017,flex-fuel,282,6,AUTOMATIC,rear wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,25,18,5657,26540
4310,Ford,F-150,2017,flex-fuel,282,6,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,23,17,5657,36565
